YearsGroup,DevType,Language,Count,Rank
senior,Database administrator,Lua,68,34
senior,Database administrator,Other(s):,62,35
senior,Database administrator,Matlab,57,36
senior,Database administrator,Crystal,49,37
senior,Database administrator,LISP,43,38
senior,Database administrator,MATLAB,42,39
senior,Database administrator,Julia,36,40
senior,Database administrator,COBOL,31,41
senior,Database administrator,Bash/Shell (all shells),28,42
senior,Database administrator,Solidity,28,43
senior,Database administrator,Fortran,17,44
senior,Database administrator,SAS,14,45
senior,Database administrator,APL,14,46
senior,Database administrator,WebAssembly,11,47
senior,Database administrator,Apex,8,48
senior,Database administrator,OCaml,8,49
senior,Database administrator,Visual Basic (.Net),6,50
senior,Database administrator,Lisp,3,51
senior,Database administrator,Cobol,1,52
senior,Designer,JavaScript,3173,1
senior,Designer,HTML/CSS,2937,2
senior,Designer,SQL,2636,3
senior,Designer,C#,1596,4
senior,Designer,Python,1511,5
senior,Designer,TypeScript,1494,6
senior,Designer,PHP,1398,7
senior,Designer,Java,1370,8
senior,Designer,C++,850,9
senior,Designer,Bash/Shell/PowerShell,759,10
senior,Designer,C,735,11
senior,Designer,Bash/Shell,646,12
senior,Designer,Node.js,568,13
senior,Designer,PowerShell,421,14
senior,Designer,VBA,374,15
senior,Designer,Go,335,16
senior,Designer,Kotlin,301,17
senior,Designer,Ruby,284,18
senior,Designer,Swift,281,19
senior,Designer,Dart,234,20
senior,Designer,Assembly,221,21
senior,Designer,Objective-C,202,22
senior,Designer,R,162,23
senior,Designer,Rust,162,24
senior,Designer,Perl,161,25
senior,Designer,Delphi,105,26
senior,Designer,Scala,90,27
senior,Designer,Groovy,71,28
senior,Designer,Other(s):,45,29
senior,Designer,Elixir,38,30
senior,Designer,MATLAB,37,31
senior,Designer,Haskell,37,32
senior,Designer,F#,35,33
senior,Designer,Lua,34,34
senior,Designer,Matlab,33,35
senior,Designer,LISP,27,36
senior,Designer,Clojure,24,37
senior,Designer,Erlang,21,38
senior,Designer,COBOL,20,39
senior,Designer,Julia,18,40
senior,Designer,Crystal,17,41
senior,Designer,Solidity,14,42
senior,Designer,Fortran,11,43
senior,Designer,APL,10,44
senior,Designer,Bash/Shell (all shells),9,45
senior,Designer,SAS,8,46
senior,Designer,OCaml,5,47
senior,Designer,WebAssembly,4,48
senior,Designer,Visual Basic (.Net),2,49
senior,Designer,Nim,1,50
senior,Designer,Ada,1,51
senior,Designer,GDScript,1,52
senior,DevOps specialist,JavaScript,6925,1
senior,DevOps specialist,SQL,6194,2
senior,DevOps specialist,HTML/CSS,5735,3
senior,DevOps specialist,Python,5108,4
senior,DevOps specialist,TypeScript,3884,5
senior,DevOps specialist,Java,3626,6
senior,DevOps specialist,C#,3350,7
senior,DevOps specialist,Bash/Shell,2943,8
senior,DevOps specialist,PHP,2294,9
senior,DevOps specialist,Go,2218,10
senior,DevOps specialist,Bash/Shell/PowerShell,2126,11
senior,DevOps specialist,PowerShell,1514,12
senior,DevOps specialist,C++,1512,13
senior,DevOps specialist,Node.js,1419,14
senior,DevOps specialist,C,1385,15
senior,DevOps specialist,Ruby,1099,16
senior,DevOps specialist,Kotlin,860,17
senior,DevOps specialist,Rust,825,18
senior,DevOps specialist,Groovy,627,19
senior,DevOps specialist,Scala,487,20
senior,DevOps specialist,Perl,430,21
senior,DevOps specialist,VBA,414,22
senior,DevOps specialist,Dart,399,23
senior,DevOps specialist,Swift,394,24
senior,DevOps specialist,Assembly,377,25
senior,DevOps specialist,Bash/Shell (all shells),372,26
senior,DevOps specialist,R,313,27
senior,DevOps specialist,Objective-C,304,28
senior,DevOps specialist,Elixir,205,29
senior,DevOps specialist,Haskell,173,30
senior,DevOps specialist,Clojure,150,31
senior,DevOps specialist,Lua,134,32
senior,DevOps specialist,Delphi,108,33
senior,DevOps specialist,F#,104,34
senior,DevOps specialist,Erlang,96,35
senior,DevOps specialist,LISP,76,36
senior,DevOps specialist,MATLAB,74,37
senior,DevOps specialist,Matlab,70,38
senior,DevOps specialist,Crystal,50,39
senior,DevOps specialist,Julia,50,40
senior,DevOps specialist,Other(s):,50,41
senior,DevOps specialist,Solidity,46,42
senior,DevOps specialist,COBOL,37,43
senior,DevOps specialist,Visual Basic (.Net),23,44
senior,DevOps specialist,Lisp,15,45
senior,DevOps specialist,APL,15,46
senior,DevOps specialist,Fortran,14,47
senior,DevOps specialist,OCaml,14,48
senior,DevOps specialist,WebAssembly,14,49
senior,DevOps specialist,SAS,10,50
senior,DevOps specialist,GDScript,9,51
senior,DevOps specialist,Apex,5,52
senior,DevOps specialist,Zig,5,53
senior,DevOps specialist,Cobol,4,54
senior,DevOps specialist,Ada,3,55
senior,DevOps specialist,Raku,3,56
senior,DevOps specialist,Prolog,2,57
senior,DevOps specialist,Flow,1,58
senior,DevOps specialist,Nim,1,59
senior,Developer Advocate,JavaScript,49,1
senior,Developer Advocate,SQL,42,2
senior,Developer Advocate,HTML/CSS,40,3
senior,Developer Advocate,TypeScript,29,4
senior,Developer Advocate,Java,25,5
senior,Developer Advocate,C#,25,6
senior,Developer Advocate,Python,23,7
senior,Developer Advocate,Bash/Shell (all shells),16,8
senior,Developer Advocate,PHP,13,9
senior,Developer Advocate,Go,13,10
senior,Developer Advocate,Rust,12,11
senior,Developer Advocate,Kotlin,11,12
senior,Developer Advocate,C,10,13
senior,Developer Advocate,PowerShell,10,14
senior,Developer Advocate,C++,9,15
senior,Developer Advocate,Swift,8,16
senior,Developer Advocate,Ruby,7,17
senior,Developer Advocate,Dart,5,18
senior,Developer Advocate,Objective-C,3,19
senior,Developer Advocate,Groovy,3,20
senior,Developer Advocate,Elixir,3,21
senior,Developer Advocate,Apex,2,22
senior,Developer Advocate,Lua,2,23
senior,Developer Advocate,Visual Basic (.Net),2,24
senior,Developer Advocate,Scala,1,25
senior,Developer Advocate,R,1,26
senior,Developer Advocate,Assembly,1,27
senior,Developer Advocate,Prolog,1,28
senior,Developer Advocate,Lisp,1,29
senior,Developer Advocate,Ada,1,30
senior,Developer Advocate,Solidity,1,31
senior,Developer Advocate,F#,1,32
senior,Developer Advocate,Perl,1,33
senior,Developer Experience,JavaScript,75,1
senior,Developer Experience,Python,63,2
senior,Developer Experience,Bash/Shell (all shells),59,3
senior,Developer Experience,TypeScript,52,4
senior,Developer Experience,HTML/CSS,48,5
senior,Developer Experience,SQL,43,6
senior,Developer Experience,Go,38,7
senior,Developer Experience,Java,27,8
senior,Developer Experience,C#,23,9
senior,Developer Experience,Groovy,22,10
senior,Developer Experience,Rust,21,11
senior,Developer Experience,C++,19,12
senior,Developer Experience,PHP,17,13
senior,Developer Experience,Ruby,17,14
senior,Developer Experience,Kotlin,15,15
senior,Developer Experience,Dart,11,16
senior,Developer Experience,PowerShell,9,17
senior,Developer Experience,C,9,18
senior,Developer Experience,Swift,7,19
senior,Developer Experience,Lua,7,20
senior,Developer Experience,Objective-C,6,21
senior,Developer Experience,Scala,5,22
senior,Developer Experience,Zig,5,23
senior,Developer Experience,Elixir,4,24
senior,Developer Experience,Delphi,4,25
senior,Developer Experience,GDScript,3,26
senior,Developer Experience,Assembly,3,27
senior,Developer Experience,Lisp,3,28
senior,Developer Experience,VBA,3,29
senior,Developer Experience,F#,2,30
senior,Developer Experience,Haskell,2,31
senior,Developer Experience,Visual Basic (.Net),2,32
senior,Developer Experience,Perl,2,33
senior,Developer Experience,R,1,34
senior,Developer Experience,Clojure,1,35
senior,Developer Experience,Flow,1,36
senior,Developer Experience,Crystal,1,37
senior,Developer Experience,Erlang,1,38
senior,Developer Experience,Solidity,1,39
senior,Developer Experience,MATLAB,1,40
senior,Developer Experience,Fortran,1,41
senior,Developer Experience,Cobol,1,42
senior,"Developer, QA or test",JavaScript,3077,1
senior,"Developer, QA or test",SQL,2698,2
senior,"Developer, QA or test",HTML/CSS,2680,3
senior,"Developer, QA or test",Python,1859,4
senior,"Developer, QA or test",Java,1705,5
senior,"Developer, QA or test",TypeScript,1545,6
senior,"Developer, QA or test",C#,1537,7
senior,"Developer, QA or test",PHP,1175,8
senior,"Developer, QA or test",Bash/Shell,898,9
senior,"Developer, QA or test",Bash/Shell/PowerShell,890,10
senior,"Developer, QA or test",C++,804,11
senior,"Developer, QA or test",C,719,12
senior,"Developer, QA or test",Go,540,13
senior,"Developer, QA or test",Node.js,533,14
senior,"Developer, QA or test",PowerShell,503,15
senior,"Developer, QA or test",Kotlin,429,16
senior,"Developer, QA or test",Ruby,393,17
senior,"Developer, QA or test",VBA,304,18
senior,"Developer, QA or test",Rust,251,19
senior,"Developer, QA or test",Swift,233,20
senior,"Developer, QA or test",Assembly,214,21
senior,"Developer, QA or test",Perl,206,22
senior,"Developer, QA or test",Dart,205,23
senior,"Developer, QA or test",Groovy,205,24
senior,"Developer, QA or test",Objective-C,179,25
senior,"Developer, QA or test",R,149,26
senior,"Developer, QA or test",Scala,149,27
senior,"Developer, QA or test",Delphi,75,28
senior,"Developer, QA or test",Haskell,67,29
senior,"Developer, QA or test",Lua,62,30
senior,"Developer, QA or test",Elixir,59,31
senior,"Developer, QA or test",Bash/Shell (all shells),54,32
senior,"Developer, QA or test",F#,44,33
senior,"Developer, QA or test",Clojure,39,34
senior,"Developer, QA or test",Erlang,37,35
senior,"Developer, QA or test",Julia,32,36
senior,"Developer, QA or test",Matlab,32,37
senior,"Developer, QA or test",Other(s):,31,38
senior,"Developer, QA or test",MATLAB,29,39
senior,"Developer, QA or test",Solidity,25,40
senior,"Developer, QA or test",Crystal,25,41
senior,"Developer, QA or test",LISP,24,42
senior,"Developer, QA or test",OCaml,13,43
senior,"Developer, QA or test",COBOL,13,44
senior,"Developer, QA or test",Fortran,10,45
senior,"Developer, QA or test",SAS,9,46
senior,"Developer, QA or test",APL,8,47
senior,"Developer, QA or test",WebAssembly,5,48
senior,"Developer, QA or test",GDScript,3,49
senior,"Developer, QA or test",Visual Basic (.Net),3,50
senior,"Developer, QA or test",Nim,1,51
senior,"Developer, QA or test",Prolog,1,52
senior,"Developer, QA or test",Raku,1,53
senior,"Developer, QA or test",Lisp,1,54
senior,"Developer, back-end",JavaScript,25651,1
senior,"Developer, back-end",SQL,23870,2
senior,"Developer, back-end",HTML/CSS,20282,3
senior,"Developer, back-end",Python,16262,4
senior,"Developer, back-end",Java,14777,5
senior,"Developer, back-end",TypeScript,13668,6
senior,"Developer, back-end",C#,12629,7
senior,"Developer, back-end",PHP,8500,8
senior,"Developer, back-end",Bash/Shell,6882,9
senior,"Developer, back-end",Go,6238,10
senior,"Developer, back-end",C++,5987,11
senior,"Developer, back-end",Bash/Shell/PowerShell,5531,12
senior,"Developer, back-end",C,4992,13
senior,"Developer, back-end",Node.js,4004,14
senior,"Developer, back-end",Ruby,3728,15
senior,"Developer, back-end",Kotlin,3718,16
senior,"Developer, back-end",PowerShell,3493,17
senior,"Developer, back-end",Rust,3027,18
senior,"Developer, back-end",Scala,2234,19
senior,"Developer, back-end",Bash/Shell (all shells),2005,20
senior,"Developer, back-end",VBA,1566,21
senior,"Developer, back-end",Swift,1512,22
senior,"Developer, back-end",Dart,1497,23
senior,"Developer, back-end",Groovy,1382,24
senior,"Developer, back-end",Assembly,1248,25
senior,"Developer, back-end",Perl,1136,26
senior,"Developer, back-end",R,1116,27
senior,"Developer, back-end",Objective-C,1028,28
senior,"Developer, back-end",Elixir,993,29
senior,"Developer, back-end",Clojure,768,30
senior,"Developer, back-end",Haskell,651,31
senior,"Developer, back-end",Lua,575,32
senior,"Developer, back-end",Delphi,498,33
senior,"Developer, back-end",Erlang,442,34
senior,"Developer, back-end",F#,397,35
senior,"Developer, back-end",MATLAB,253,36
senior,"Developer, back-end",LISP,217,37
senior,"Developer, back-end",Matlab,200,38
senior,"Developer, back-end",Solidity,188,39
senior,"Developer, back-end",Other(s):,184,40
senior,"Developer, back-end",Julia,183,41
senior,"Developer, back-end",Crystal,145,42
senior,"Developer, back-end",Visual Basic (.Net),126,43
senior,"Developer, back-end",COBOL,108,44
senior,"Developer, back-end",Lisp,65,45
senior,"Developer, back-end",Fortran,64,46
senior,"Developer, back-end",OCaml,57,47
senior,"Developer, back-end",APL,54,48
senior,"Developer, back-end",GDScript,48,49
senior,"Developer, back-end",Prolog,39,50
senior,"Developer, back-end",SAS,36,51
senior,"Developer, back-end",Zig,27,52
senior,"Developer, back-end",Apex,25,53
senior,"Developer, back-end",Ada,24,54
senior,"Developer, back-end",WebAssembly,24,55
senior,"Developer, back-end",Cobol,14,56
senior,"Developer, back-end",Nim,12,57
senior,"Developer, back-end",Flow,4,58
senior,"Developer, back-end",Raku,3,59
senior,"Developer, desktop or enterprise applications",JavaScript,8394,1
senior,"Developer, desktop or enterprise applications",SQL,8091,2
senior,"Developer, desktop or enterprise applications",HTML/CSS,7279,3
senior,"Developer, desktop or enterprise applications",C#,6675,4
senior,"Developer, desktop or enterprise applications",Java,4653,5
senior,"Developer, desktop or enterprise applications",TypeScript,4428,6
senior,"Developer, desktop or enterprise applications",Python,4427,7
senior,"Developer, desktop or enterprise applications",C++,3174,8
senior,"Developer, desktop or enterprise applications",PHP,2476,9
senior,"Developer, desktop or enterprise applications",C,2421,10
senior,"Developer, desktop or enterprise applications",Bash/Shell/PowerShell,2301,11
senior,"Developer, desktop or enterprise applications",Bash/Shell,1801,12
senior,"Developer, desktop or enterprise applications",PowerShell,1636,13
senior,"Developer, desktop or enterprise applications",Node.js,1256,14
senior,"Developer, desktop or enterprise applications",VBA,1154,15
senior,"Developer, desktop or enterprise applications",Go,1130,16
senior,"Developer, desktop or enterprise applications",Kotlin,929,17
senior,"Developer, desktop or enterprise applications",Rust,741,18
senior,"Developer, desktop or enterprise applications",Assembly,707,19
senior,"Developer, desktop or enterprise applications",Swift,682,20
senior,"Developer, desktop or enterprise applications",Ruby,652,21
senior,"Developer, desktop or enterprise applications",Objective-C,578,22
senior,"Developer, desktop or enterprise applications",Delphi,563,23
senior,"Developer, desktop or enterprise applications",Dart,529,24
senior,"Developer, desktop or enterprise applications",Perl,415,25
senior,"Developer, desktop or enterprise applications",R,391,26
senior,"Developer, desktop or enterprise applications",Scala,375,27
senior,"Developer, desktop or enterprise applications",Groovy,327,28
senior,"Developer, desktop or enterprise applications",Bash/Shell (all shells),239,29
senior,"Developer, desktop or enterprise applications",F#,173,30
senior,"Developer, desktop or enterprise applications",Haskell,167,31
senior,"Developer, desktop or enterprise applications",Lua,132,32
senior,"Developer, desktop or enterprise applications",Clojure,132,33
senior,"Developer, desktop or enterprise applications",MATLAB,111,34
senior,"Developer, desktop or enterprise applications",Other(s):,103,35
senior,"Developer, desktop or enterprise applications",Elixir,99,36
senior,"Developer, desktop or enterprise applications",Matlab,95,37
senior,"Developer, desktop or enterprise applications",Visual Basic (.Net),93,38
